t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
1.68,fog,small,fog_small_01,none,drone1,99.58,IDLE
1.76,fog,small,fog_small_01,none,drone2,99.67,IDLE
2.19,fog,small,fog_small_01,none,drone1,99.56,IDLE
2.72,fog,small,fog_small_01,none,drone2,99.65,IDLE
2.74,fog,small,fog_small_01,none,drone0,99.44,IDLE
3.19,fog,small,fog_small_01,none,drone1,99.55,IDLE
3.72,fog,small,fog_small_01,none,drone2,99.64,IDLE
3.74,fog,small,fog_small_01,none,drone0,99.43,IDLE
4.19,fog,small,fog_small_01,none,drone1,99.53,IDLE
4.72,fog,small,fog_small_01,none,drone2,99.62,IDLE
4.74,fog,small,fog_small_01,none,drone0,99.41,IDLE
5.19,fog,small,fog_small_01,none,drone1,99.52,IDLE
5.72,fog,small,fog_small_01,none,drone2,99.61,IDLE
5.74,fog,small,fog_small_01,none,drone0,99.4,IDLE
6.19,fog,small,fog_small_01,none,drone1,99.5,IDLE
6.72,fog,small,fog_small_01,none,drone2,99.59,IDLE
6.75,fog,small,fog_small_01,none,drone0,99.38,IDLE
7.19,fog,small,fog_small_01,none,drone1,99.49,IDLE
7.72,fog,small,fog_small_01,none,drone2,99.58,IDLE
7.74,fog,small,fog_small_01,none,drone0,99.37,IDLE
8.19,fog,small,fog_small_01,none,drone1,99.47,IDLE
8.73,fog,small,fog_small_01,none,drone2,99.56,IDLE
8.74,fog,small,fog_small_01,none,drone0,99.35,IDLE
9.19,fog,small,fog_small_01,none,drone1,99.38,EN_ROUTE
9.72,fog,small,fog_small_01,none,drone2,99.47,EN_ROUTE
9.74,fog,small,fog_small_01,none,drone0,99.26,EN_ROUTE
10.19,fog,small,fog_small_01,none,drone1,99.28,EN_ROUTE
10.72,fog,small,fog_small_01,none,drone2,99.37,EN_ROUTE
10.74,fog,small,fog_small_01,none,drone0,99.16,EN_ROUTE
11.19,fog,small,fog_small_01,none,drone1,99.19,EN_ROUTE
11.72,fog,small,fog_small_01,none,drone2,99.28,EN_ROUTE
11.74,fog,small,fog_small_01,none,drone0,99.07,EN_ROUTE
12.19,fog,small,fog_small_01,none,drone1,99.09,EN_ROUTE
12.72,fog,small,fog_small_01,none,drone2,99.18,EN_ROUTE
12.74,fog,small,fog_small_01,none,drone0,98.97,EN_ROUTE
13.19,fog,small,fog_small_01,none,drone1,99.0,EN_ROUTE
13.72,fog,small,fog_small_01,none,drone2,99.09,EN_ROUTE
13.74,fog,small,fog_small_01,none,drone0,98.88,EN_ROUTE
14.19,fog,small,fog_small_01,none,drone1,98.9,EN_ROUTE
14.72,fog,small,fog_small_01,none,drone2,98.99,EN_ROUTE
14.74,fog,small,fog_small_01,none,drone0,98.78,EN_ROUTE
15.19,fog,small,fog_small_01,none,drone1,98.81,EN_ROUTE
15.72,fog,small,fog_small_01,none,drone2,98.9,EN_ROUTE
15.74,fog,small,fog_small_01,none,drone0,98.69,EN_ROUTE
16.19,fog,small,fog_small_01,none,drone1,98.71,EN_ROUTE
16.73,fog,small,fog_small_01,none,drone2,98.8,EN_ROUTE
16.74,fog,small,fog_small_01,none,drone0,98.59,EN_ROUTE
17.19,fog,small,fog_small_01,none,drone1,98.62,EN_ROUTE
17.72,fog,small,fog_small_01,none,drone2,98.71,EN_ROUTE
17.74,fog,small,fog_small_01,none,drone0,98.5,EN_ROUTE
18.19,fog,small,fog_small_01,none,drone1,98.52,EN_ROUTE
18.72,fog,small,fog_small_01,none,drone2,98.61,EN_ROUTE
18.74,fog,small,fog_small_01,none,drone0,98.4,EN_ROUTE
19.19,fog,small,fog_small_01,none,drone1,98.43,EN_ROUTE
19.73,fog,small,fog_small_01,none,drone2,98.52,EN_ROUTE
19.75,fog,small,fog_small_01,none,drone0,98.31,EN_ROUTE
20.19,fog,small,fog_small_01,none,drone1,98.33,EN_ROUTE
20.73,fog,small,fog_small_01,none,drone2,98.42,EN_ROUTE
20.74,fog,small,fog_small_01,none,drone0,98.21,EN_ROUTE
21.19,fog,small,fog_small_01,none,drone1,98.24,EN_ROUTE
21.72,fog,small,fog_small_01,none,drone2,98.33,EN_ROUTE
21.74,fog,small,fog_small_01,none,drone0,98.12,EN_ROUTE
22.19,fog,small,fog_small_01,none,drone1,98.14,EN_ROUTE
22.72,fog,small,fog_small_01,none,drone2,98.23,EN_ROUTE
22.74,fog,small,fog_small_01,none,drone0,98.02,EN_ROUTE
23.19,fog,small,fog_small_01,none,drone1,98.05,EN_ROUTE
23.72,fog,small,fog_small_01,none,drone2,98.14,EN_ROUTE
23.74,fog,small,fog_small_01,none,drone0,97.93,EN_ROUTE
24.19,fog,small,fog_small_01,none,drone1,97.95,EN_ROUTE
24.72,fog,small,fog_small_01,none,drone2,98.05,EN_ROUTE
24.75,fog,small,fog_small_01,none,drone0,97.83,EN_ROUTE
25.19,fog,small,fog_small_01,none,drone1,97.86,EN_ROUTE
25.72,fog,small,fog_small_01,none,drone2,97.95,EN_ROUTE
25.74,fog,small,fog_small_01,none,drone0,97.74,EN_ROUTE
26.19,fog,small,fog_small_01,none,drone1,97.77,EN_ROUTE
26.72,fog,small,fog_small_01,none,drone2,97.86,EN_ROUTE
26.74,fog,small,fog_small_01,none,drone0,97.64,EN_ROUTE
27.19,fog,small,fog_small_01,none,drone1,97.67,EN_ROUTE
27.72,fog,small,fog_small_01,none,drone2,97.76,EN_ROUTE
27.74,fog,small,fog_small_01,none,drone0,97.55,EN_ROUTE
28.19,fog,small,fog_small_01,none,drone1,97.58,EN_ROUTE
28.72,fog,small,fog_small_01,none,drone2,97.67,EN_ROUTE
28.74,fog,small,fog_small_01,none,drone0,97.45,EN_ROUTE
29.19,fog,small,fog_small_01,none,drone1,97.48,EN_ROUTE
29.72,fog,small,fog_small_01,none,drone2,97.57,EN_ROUTE
29.74,fog,small,fog_small_01,none,drone0,97.36,EN_ROUTE
30.19,fog,small,fog_small_01,none,drone1,97.39,EN_ROUTE
30.72,fog,small,fog_small_01,none,drone2,97.48,EN_ROUTE
30.74,fog,small,fog_small_01,none,drone0,97.27,EN_ROUTE
31.19,fog,small,fog_small_01,none,drone1,97.29,EN_ROUTE
31.72,fog,small,fog_small_01,none,drone2,97.38,EN_ROUTE
31.74,fog,small,fog_small_01,none,drone0,97.17,EN_ROUTE
32.19,fog,small,fog_small_01,none,drone1,97.2,EN_ROUTE
32.72,fog,small,fog_small_01,none,drone2,97.29,EN_ROUTE
32.74,fog,small,fog_small_01,none,drone0,97.08,EN_ROUTE
33.19,fog,small,fog_small_01,none,drone1,97.1,EN_ROUTE
33.72,fog,small,fog_small_01,none,drone2,97.19,EN_ROUTE
33.74,fog,small,fog_small_01,none,drone0,96.98,EN_ROUTE
34.19,fog,small,fog_small_01,none,drone1,97.01,EN_ROUTE
34.72,fog,small,fog_small_01,none,drone2,97.1,EN_ROUTE
34.74,fog,small,fog_small_01,none,drone0,96.89,EN_ROUTE
35.19,fog,small,fog_small_01,none,drone1,96.91,EN_ROUTE
35.72,fog,small,fog_small_01,none,drone2,97.0,EN_ROUTE
35.74,fog,small,fog_small_01,none,drone0,96.79,EN_ROUTE
36.19,fog,small,fog_small_01,none,drone1,96.82,EN_ROUTE
36.72,fog,small,fog_small_01,none,drone2,96.91,EN_ROUTE
36.74,fog,small,fog_small_01,none,drone0,96.7,EN_ROUTE
37.19,fog,small,fog_small_01,none,drone1,96.72,EN_ROUTE
37.72,fog,small,fog_small_01,none,drone2,96.81,EN_ROUTE
37.74,fog,small,fog_small_01,none,drone0,96.6,EN_ROUTE
38.19,fog,small,fog_small_01,none,drone1,96.63,EN_ROUTE
38.72,fog,small,fog_small_01,none,drone2,96.72,EN_ROUTE
38.75,fog,small,fog_small_01,none,drone0,96.51,EN_ROUTE
39.19,fog,small,fog_small_01,none,drone1,96.53,EN_ROUTE
39.72,fog,small,fog_small_01,none,drone2,96.62,EN_ROUTE
39.74,fog,small,fog_small_01,none,drone0,96.41,EN_ROUTE
40.19,fog,small,fog_small_01,none,drone1,96.44,EN_ROUTE
40.72,fog,small,fog_small_01,none,drone2,96.53,EN_ROUTE
40.74,fog,small,fog_small_01,none,drone0,96.32,EN_ROUTE
41.19,fog,small,fog_small_01,none,drone1,96.34,EN_ROUTE
41.72,fog,small,fog_small_01,none,drone2,96.43,EN_ROUTE
41.74,fog,small,fog_small_01,none,drone0,96.22,EN_ROUTE
42.19,fog,small,fog_small_01,none,drone1,96.25,EN_ROUTE
42.72,fog,small,fog_small_01,none,drone2,96.34,EN_ROUTE
